"organid"	"aids"	"pitch"	"temperature"	"range1"	"range2"	"windSys"	"windPres"	"consoleLoc"
"Part01_054ADAM"	"koppelingen HW-RP, Ped-HW
tremulanten HW, RP
afsluiters HW. RP, Ped"	"a1 = 466 Hz"	"Neidhardt"	"C-c3"	"C-d1"	"twee spaanbalgen"	"84 mm"	"voorzijde hoofdkas"
"Part01_055STEEN"	""	"a1 = 466 Hz"	"evenredig zwevend"	"C-c3"	"C-f"	"twee spaanbalgen"	"75 mm"	"achterzijde"
"Part01_002UTREJ"	"koppelingen HW-RP B/D, Ped-HW, Ped-RP
tremulanten HW, RP
afsluiters HW, RP, Ped
ventiel"	"a1 = ca 435 Hz"	"evenredig zwevend"	"C-c3"	"C-d1"	"vier spaanbalgen"	"70 mm"	"voorzijde hoofdkas"
"Part01_046HOLWI"	"koppelingen HW-BW, Ped-HW, Ped-BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"61 mm"	""
"Part01_093WESTE"	"koppeling Ped-Man"	"a1 = 466 Hz"	"Kirnberger III"	"CD-c3"	"CD-f"	"één spaanbalg in onderkas (Blank)"	"67 mm"	"rechterzijkant"
"Part01_044TZAN"	"koppelingen HW-RP
tremulant
afsluiters HW, RP"	"a1 = 453 Hz"	"evenredig zwevend"	"C-d3"	"C-d1"	"magazijnbalg (Doornbos)"	"67,5 mm"	"voorzijde hoofdkas"
"Part01_056WOUDR"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant"	"a1 = 440 Hz"	"Werckmeister III"	"C-d3"	"C-c1"	"twee spaanbalgen"	"72 mm"	"voorzijde"
"Part01_053BOXME"	"koppelingen HW-RP, Ped-HW, Ped-RP"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg"	"HW, RP 68 mm; Ped 80 mm"	"voorzijde hoofdkas"
"Part01_024MIDWO"	"tremulant"	"a1 = ongeveer 3/4 toon boven 440 Hz"	"gemodificeerde middentoonstemming"	"CDEFGA-c3"	""	"magazijnbalg met schepbalg (Van Oeckelen 1913)"	"62,5 mm"	"achterzijde"
"Part01_027NOORD"	"koppelingen HW-RP B/D, Ped-HW
ventielen HW, RP, Ped
windlossing
schel (door registerknop te bedienen houten hamer, waarmee de organist tegen de wand van de balgenkamer kan kloppen)"	"a1 = ca 466 Hz"	"Neidhardt I"	"C-d3"	"C-d1"	"vier spaanbalgen (1802?)"	"72 mm"	"voorzijde onderkas"
"Part01_035AMDAM"	"koppelingen RP-HW, HW-BW, Ped-HW, Ped-RP
tremulanten RP, BW"	"a1 = 460 Hz"	"Kirnberger"	"CDE-c3"	"CD-d1"	"spaanbalgen voor ieder werk"	"78 mm"	"voorzijde hoofdkas"
"Part01_121DONKE"	""	"a1 = ca 415 Hz"	"evenredig zwevend"	"CD-c3"	""	"twee spaanbalgen"	"68 mm"	"achterzijde"
"Part01_097SNEEK"	"koppelingen HW-RP, HW-BW, Ped-HW, Ped-RP
tremulanten RP, BW"	"a1 = 466 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg (L. van Dam en Zonen)"	"81 mm"	"voorzijde hoofdkas"
"Part01_026GRON"	""	""	""	"CDEFGA-c3"	""	""	""	""
"Part01_038AMDAM"	"koppeling Ped-HW
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-d3"	"C-d1"	"drie spaanbalgen"	"92 mm"	"voorzijde"
"Part01_001MIDDE"	"koppeling HW-RP
afsluiters HW, RP, BW, Ped"	"oorspronkelijk ca een kwart lager dan a1 = 440 Hz, nu a1 = 466 Hz"	"niet vast te stellen"	"HW FGA-c3, RP en BW FGA-g2a2"	"C-d1 (Cis,Dis,Fis,Gis octaaf hoger aangesloten)"	"in 1886 verdwenen"	"niet vast te stellen"	"voorzijde hoofdkas"
"Part01_047MAAST"	""	"a1 = ca 415 Hz"	"evenredig zwevend"	"CD-c3"	"C-f"	"magazijnbalg met schepbalgen"	"90 mm"	""
"Part01_103KROMM"	"tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"2 spaanbalgen"	"55 mm"	"achterzijde"
"Part01_099GRONS"	"koppelingen GO-Pos, Péd-GO
tremblant doux"	"a1 = 435 Hz"	"1/8 kommastemming"	"GO en Pos C-c3, Echo c1-c3"	"C-d1"	"magazijnbalg"	"80 mm"	"achterzijde"
"Part01_124DUURS"	""	"a1 = 460 Hz"	"evenredig zwevend"	"C-c3"	"C-B"	"twee spaanbalgen, vermoedelijk één van Schnitger en één uit 1837"	"70 mm"	"achterzijde"
"Part01_092NUMAN"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"regulateurbalgen"	"ca 75 mm"	""
"Part01_020WIJKB"	"koppeling Ped-HW
tremulanten HW, BoW"	"a1 = 415 Hz"	"naar Lambert Chaumont"	"HW C-c3, BoW CDEFGA-c3"	"C-d1"	"twee spaanbalgen"	"78 mm"	"voorzijde"
"Part01_123RODAM"	"koppelingen HW-ZwW, Ped-HW, Ped-ZwW
tremulant ZwW
automatisch Ped"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"regulateurbalgen"	"94 mm"	""
"Part01_052DORDR"	"koppelingen HW-RP, HW-BW, Ped-HW, Ped-RP, Ped-BW
tremulanten RP, BW
afsluiters HW, RP, BW, Ped"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"HW 88 mm, RP 84 mm, BW 75 mm, Ped 89 mm"	"voorzijde hoofdkas"
"Part01_118EESTR"	"tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d"	"magazijnbalg"	"95 mm"	"achterzijde"
"Part08_056Gauw"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-h"	"magazijnbalg met twee schepbalgen (1862)"	"70 mm"	"linkerzijde"
"Part08_069Abdissenbosch"	""	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg met dubbele vouw en schepbalg (1863)"	"77 mm"	"rechterzijde"
"Part08_079Stompetoren"	"koppeling HW-BW B/D"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"voorbalg met twee regulateurs"	"92 mm"	"linkerzijde"
"Part08_068Wadenoyen"	""	"a1= 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (ca 1862)"	"86 mm"	""
"Part08_076Moordrecht"	""	"a1 = 425 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg met enkele vouw"	"75 mm"	"rechterzijde"
"Part08_059Hogebeintum"	"forte/piano-trede
afsluiting"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-g"	"magazijnbalg met twee schepbalgen (1862)"	"57 mm"	"linkerzijde"
"Part08_084Aalsmeer"	"koppelingen Man I+II, Man I+II 16', Man II+II 16', Ped+I, Ped+II
vaste combinaties P - F - Tutti met oplosser
vrije combinatie"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg"	"86 mm"	"vrijstaande speeltafel"
"Part08_030Oosteind"	"koppelingen HW-ZwW, HW-ZwW 16', Ped-HW, Ped-ZwW, Ped-ZwW 4'
vaste combinaties P - MF - F - Tutti
vrije combinatie
automatisch pianopedaal
tongwerk af
trede zwelkast"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg"	"80 mm"	"vrijstaande speeltafel"
"Part08_005Lutten"	"pedaalkoppel
tremolo"	"a1 = 443 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg"	"67 mm"	"linkerzijde"
"Part08_082WarmondRK"	"koppeling HW-Pos B/D
ventiel"	"niet meetbaar"	"niet vast te stellen"	"C-f3"	"C-d1"	"drie regulateurs"	"niet meetbaar"	"vrijstaande speeltafel"
"Part08_097Purmerend"	"koppeling HW-NW
ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen (1864)"	"79 mm"	"rechterzijde"
"Part08_111Middelie"	""	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d"	"magazijnbalg met één schepbalg (1865)"	"45 mm"	"achterzijde"
"Part08_058Groningen"	"koppelingen HW-BW, Ped-HW, Ped-BW
windlossing (loze knop)
nihil"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met in- en uitwendige vouw en twee schepbalgen (1862)"	"84 mm"	"rechterzijde"
"Part08_073Leende"	"koppeling HW-OP"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen"	"75 mm"	"voorzijde"
"Part08_054Amerongen"	"koppelingen HW-NW, Ped-HW, Ped-NW
tremulant
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"magazijnbalg met twee schepbalgen (1862)"	"90 mm"	"rechterzijde"
"Part08_063Werkhoven"	""	"a1 = 420 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met één schepbalg (1862)"	"73 mm"	"achterzijde"
"Part08_075Middelstum"	"koppelingen HW-BW B/D, Ped-HW
afsluitingen HW, BW
windlossing
nihil (thans tremulant BW)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met in- en uitwendige vouw en twee schepbalgen (buiten werking) (1863)"	"82 mm"	"linkerzijde"
"Part08_072DenHelderDoopsgezinde"	"koppelingen HW-BW, Ped-HW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"90 mm"	"linkerzijde"
"Part08_047Leusden"	"koppelingen HW-ZwW, HW-ZwW 16', ZwW-ZwW 16', Ped-HW, Ped-ZwW
tremolo ZwW
automatisch pianopedaal - oplosser
vrije combinatie
vaste combinaties P - MF - F - FF - T - oplosser
tongwerken af
generaal registercrescendo
trede ZwW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met twee regulateurs"	"98 mm"	"vrijstaande speeltafel"
"Part08_028Gravenhage"	"trigger-swell"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"magazijnbalg (1860)"	"66 mm"	"voorzijde"
"Part08_090Harderwijk"	"koppelingen HW-BW B/D, Ped-HW, Ped-BW
tremulant BW
afsluitingen HW, BW, Ped (buiten gebruik)"	"a1 = 433 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (1864)"	"76 mm"	"linkerzijde"
"Part08_002Kimswerd"	"koppelingen HW-BW, Ped-HW
afsluitingen HW, BW
tremulo"	"a1 = 434 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"drie spaanbalgen (1858)"	"85 mm"	"linkerzijde"
"Part08_096Oosterhesselen"	"ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen (1864)"	"78 mm"	"rechterzijde"
"Part08_105Elahuizen"	""	"a1 = 427 Hz"	"evenredig zwevend"	"C-f3"	"C-e"	"magazijnbalg met twee schepbalgen"	"66 mm"	"linkerzijde"
"Part08_033Varsseveld"	"koppelingen HW-BW, Ped-HW
tremulant"	"a1 = 442 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"drie spaanbalgen"	"72 mm"	"voorzijde"
"Part08_013Deventer"	"koppeling Man II-I
tremulant
ventiel"	"a1 =  410 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met handpomp (1859)"	"76 mm"	"achterzijde"
"Part08_087BergenopZoom"	"koppelingen HW-BW, HW-BW 16', HW-HW 4', Ped-HW, Ped-BW
tremulant BW
automatische pedaalomschakelaar
oplosser
calcanteschel"	"a1 = 437 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"hoofdbalg (1864) met drie regulateurbalgen (waarvan twee uit 1864)"	"HW 88 mm, BW 85 mm, Ped 90 mm"	"voorzijde hoofdkas"
"Part08_017Koudum"	"tremulant
ventiel
afsluiting
forte/piano-trede"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-g"	"magazijnbalg met schepbalgen en handpomp (1859)"	"68 mm"	"rechterzijde"
"Part08_094Muntendam"	"koppeling HW-BW B/D
afsluitingen HW, BW
windlossing
nihil (in werkelijkheid tremulant)"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met in- en uitwendige vouw en twee schepbalgen (1864)"	"84 mm"	"rechterzijde"
"Part08_080Waardenburg"	"koppeling HW/BW B/D
tremulant"	"a1 = 431 Hz"	"evenredig zwevend"	"C-f3"	"C-h"	"drie spaanbalgen (1863)"	"80 mm"	"linkerzijde"
"Part08_027GorinchemLuth"	"koppelingen HW-BW, Ped-HW
tremulant BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (1860)"	"78 mm"	"linkerzijde"
"Part08_106Goutum"	"koppeling HW-BW
tremulant
afsluitingen HW, BW"	"a1 = 434 Hz"	"evenredig zwevend"	"C-g3"	"C-a"	"magazijnbalg met twee schepbalgen en handpomp (1865)"	"69 mm"	"linkerzijde"
"Part08_037Solwerd"	"zweltrede"	"a1 = 426 Hz"	"evenredig zwevend"	"C-g3"	""	"magazijnbalg met twee schepbalgen en handpomp"	"85 mm"	"rechterzijde"
"Part08_006Nieuwveen"	"koppelingen HW-BW, Ped-BW, Ped-BW
tremulant"	"a1 = 427 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen (1858)"	"74 mm"	"linkerzijde"
"Part08_066Winkel"	"koppelingen HW-BW, Ped-HW
afsluitingen HW, BW
ventiel"	"a1 = 430 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"74 mm"	"voorzijde"
"Part08_100Westwoud"	"koppelingen HW-BW, Ped-HW
tremulant
afsluitingen HW, BW, Ped
generale afsluiting
ventiel
calcantenklok"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg (1923)"	"80 mm"	"voorzijde"
"Part08_031Poortugaal"	"koppelingen HW-BW, Ped-HW
tremulant BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met drie schokbalgen (1860)"	"85 mm"	"linkerzijde"
"Part08_108Helvoirt"	"koppelingen HW-Pos, Ped-HW, Ped-Pos"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"magazijnbalg en drie regulateurs"	"75 mm"	"voorzijde"
"Part08_011Puttershoek"	"koppeling HW-NW, Ped-HW
ventiel"	"a1 = 443 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen (1858)"	"84 mm"	"rechterzijde"
"Part08_029Heeg"	"koppelingen HW-BW, Ped-HW
tremulant BW
afsluitingen HW, BW, Ped
windlosser"	"a1 = 430 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met twee schapbalgen en handpomp (1860)"	"68 mm"	"rechterzijde"
"Part08_060Kesteren"	"koppelingen HW-NW, Ped-HW, Ped-NW
tremulant NW"	"a1 = 436 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg"	"HW en NW 83 mm, Ped 88 mm"	"voorzijde"
"Part08_034Geldermalsen"	""	"a1 = 433 Hz"	"evenredig zwevend"	"C-f3"	""	"magazijnbalg (ca 1860)"	"58 mm"	"voorzijde"
"Part08_001Joure"	"afsluiting
tremulant
ventiel
forte/piano-trede"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-f"	"magazijnbalg met schepbalgen en handpomp (1858)"	"60 mm"	"linkerzijde"
"Part08_040Breda"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-c1"	"magazijnbalg"	"65 mm"	"vrijstaande speeltafel"
"Part08_078RumptRK"	"ventiel
nihil"	"a1 = 437 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg (1863)"	"78 mm"	"achterzijde"
"Part08_038Baarn"	"koppelingen I-II, Ped-I, Ped-II
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"regulateur"	"56 mm"	"achterzijde"
"Part08_086AmsterdamDuif"	"koppelingen HW-BW, BW-Pos, Ped-HW, Ped-BW
vaste combinatie Pos
tremulant Pos
trede zwelkast BW
ventil
bock (opliggende tremulant, niet meer aanwezig)"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"twee spaanbalgen (1864) en een magazijnbalg (1882)"	"90 mm"	"vrijstaande speeltafel met rug naar hoofdkas, geplaatst in de borstwering boven de kas van het Positief"
"Part08_049Nijbroek"	"manuaalkoppel
tremulant"	"a1 = 424 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen (1861)"	"64 mm"	"rechterzijde"
"Part08_061Naarden"	"koppelingen HW-BW, HW-RP, RP-HW, Ped-HW
ventiel
calcant 
tacet"	"a1 = 439 Hz"	"evenredig zwevend"	"C-f3"	"C-e1"	"twee magazijnbalgen, regulateur voor RP (1862)"	"HW en BW 90 mm, RP 84 mm, Ped 102 mm"	"voorzijde hoofdkas"
"Part08_107Haaksbergen"	"koppeling HW-OP
tremulant OP"	"a1 = 446 Hz"	"Neidhardt 1729"	"C-f3"	"C-d1"	"twee spaanbalgen (1865)"	"85 mm"	"linkerzijde"
"Part08_046Groede"	"ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	""	"magazijnbalg (1861)"	"55 mm"	"achterzijde"
"Part08_026Gaast"	"ventiel
forte/piano-inrichting"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen (1860)"	"65 mm"	"linkerzijde"
"Part08_074Maastricht"	"accouplements GO-Pos, Péd-GO
Péd séparée
tremblant"	"a1 = 440 Hz"	"1/8 komma"	"C-g3"	"C-d1"	"magazijnbalg met twee schepbalgen (1863)"	"75 mm"	"rechterzijde"
"Part08_039Beetgum"	"koppeling HW-BW B/D
afsluitingen HW, BW
windlossing
nihil"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met in- en uitwendige vouw en twee schepbalgen (1861)"	"74 mm"	"rechterzijde"
"Part08_035Kommeniedijk"	"ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg met één schepbalg"	"80 mm"	"achterzijde"
"Part08_023AmsterdamArk"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant HW en BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"twee schwimmerbalgen"	"84 mm"	"vrijstaande speeltafel"
"Part08_101Abbekerk"	"koppeling HW-BW B/D
tremulant BW (niet aanwezig)"	"a1 = 430 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"schwimmerbalg met schepbalg"	"62 mm"	"linkerzijde"
"Part08_088Deursen"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	""	"magazijnbalg (1864)"	"72 mm"	"achterzijde"
"Part08_052Steenwijk"	"koppelingen HW-BW B/D, Ped-HW
afsluitingen HW, BW, Ped (knoppen in 1958 vastgezet en namen weggeschilderd)
tremulant BW (1958; registerknop oorspronkelijk voor de windlossing)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"twee magazijnbalgen, drie schepbalgen en diverse regulateurbalgen (1861)"	"HW (C-g), BW (geheel) en Ped (labialen C-H) 80 mm
HW (gis-g3), Ped (labialen c-d1 en tongwerken) 100 mm"	"rechterzijde"
"Part08_085Abcoude"	"koppelingen HW-DwW, Ped-HW, Ped-DwW
tremulant"	"a1 = 435 Hz"	"Werckmeister III"	"C-f3"	"C-f1"	"twee spaanbalgen"	"72 mm"	"rechterzijde"
"Part08_036Leeuwarden"	"pedaalkoppel
tremulant
calcant"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"125 mm"	"linkerzijde"
"Part08_014Diessen"	"koppeling HW-OP
ventiel"	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg"	"85 mm"	"achterzijde"
"Part08_043DenHelderAmbassade"	"koppelingen HW-BW, HW-Ped
afsluitingen HW, BW, Ped
tremulant BW
ventiel
muette"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met twee schepbalgen (1861)"	"68 mm"	"rechterzijde"
"Part08_020Ophemert"	"koppelingen HW-NW, Ped-HW
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen (1859)"	"70 mm"	"rechterzijde"
"Part08_015Heusden"	""	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3"	"C-d"	"magazijnbalg met één schepbalg (1859)"	"63 mm"	"achterzijde"
"Part08_018Lippenhuizen"	"afsluiting
tremulant
ventiel
forte/piano-trede"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-g"	"magazijnbalg met schepbalgen en handpomp (1859)"	"76 mm"	"rechterzijde"
"Part08_067Wissenkerke"	"ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg"	"82 mm"	"achterzijde"
"Part08_021Eijsden"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f"	"magazijnbalg"	"76 mm"	"rechterzijde"
"Part08_051Soest"	"manuaalkoppel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"twee spaanbalgen (1861)"	"75 mm"	"linkerzijde"
"Part08_098Rijsoord"	"koppeling HW-NW
ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen (1864)"	"95 mm"	"rechterzijde"
"Part08_055Beerta"	"koppeling HW-BW B/D
afsluitingen HW, BW
windlossing"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met in- en uitwendige vouw en twee schepbalgen (1862)"	"83 mm"	"rechterzijde"
"Part08_042Culemborg"	"koppelingen HW-NW, Ped-HW, Ped-NW
calcant (lichtschakelaar)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"schepbalg"	"76 mm"	"rechterzijde"
"Part08_103Cornwerd"	"klavierkoppel
tremulant BW
afsluitingen HW, BW
windloser"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-g"	"magazijnbalg met twee schepbalgen (1865)"	"70 mm"	"linkerzijde"
"Part08_045Goedereede"	"koppelingen I+II, I+II sub, I+II super, P+I, P+II
automatisch pianopedaal - oplosser
vaste combinaties P - MF - F - T - oplosser
crescendotrede NW"	"a1 = 430 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met regulateur voor NW"	"72 mm"	"linkerzijde"
"Part08_062Schalsum"	"tremulant
windlossing
forte/piano-treden"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen (1862)"	"70 mm"	"rechterzijde"
"Part08_003Klimmen"	"accouplements GO-Pos, Péd-GO, Péd Séparée
ventil"	"a1 = 438 Hz"	"evenredig zwevend"	"C-g3"	"C-c1"	"magazijnbalg met twee schepbalgen (1858) en schokbalg (1862)"	"70 mm"	"linkerzijde"
"Part08_032Putten"	"koppelingen HW-NW, Ped-HW, Ped-NW
ventiel
tremulant"	"a1 = 445 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen (1860)"	"93 mm"	"rechterzijde"
"Part08_050Scharnegoutum"	"koppelingen HW-BW, Ped-HW
afsluitingen HW, BW
tremulant
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen en balanstrapinstallatie (1861)"	"82 mm"	"linkerzijde"
"Part08_081Warmond"	""	""	""	""	""	""	""	""
"Part08_102Aduard"	"Bourdon on keys
keys to Pedal"	"a1 = 438  Hz"	"evenredig zwevend"	"C-g3"	"C-c1"	"magazijnbalg met twee schepbalgen (1865)"	"niet meetbaar"	"voorzijde"
"Part08_064Wervershoof"	"koppelingen HW-OP, Ped-HW, Ped-OP
trede zwelkast OP"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg"	"90 mm"	"linkerzijde"
"Part08_008Oldebercoop"	""	"a1 = 459 Hz"	"evenredig zwevend"	"C-g3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1919)"	"58 mm"	"linkerzijde"
"Part08_083Zaandam"	"koppelingen HW-BW, Ped-HW
afsluitingen HW, BW, Ped
tremulant"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"vier spaanbalgen (1863)"	"90 mm"	"linkerzijde"
"Part08_025Elshout"	"koppelingen HW-Pos, Ped-HW"	"a1 = 423 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"magazijnbalg met twee schepbalgen (1898)"	"70 mm"	"dwars in de onderkas"
"Part08_019Oostzaan"	"koppeling HW-BW
tremulant"	"a1 = 430 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"rolbalg"	"75 mm"	"voorzijde"
"Part08_057Gorssel"	"koppelingen HW-BW B/D, Ped-HW
tremulant"	"a1 = 440 Hz"	"Werckmeister III"	"C-f3"	"C-d1"	"magazijnbalg"	"73 mm"	"linkerzijde"
"Part08_007Nistelrode"	"koppeling HW-OP"	"a1 = 442 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"twee regulateurbalgen"	"72 mm"	"linkerzijde"
"Part08_071Buchten"	"koppelingen HW-ZwW, Ped-HW, Ped-ZwW, Ped-ZwW 4'
vrije combinatie
vaste combinaties P - F - Tutti, oplosser
automatische pedaalomschakeling en tongwerk-afsteller
trede voor zwelkast"	"a1= 435 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"schwimmerbalg met twee regulateurs"	"ZwW 70 mm, HW en Ped 65 mm"	"vrijstaande speeltafel"
"Part08_016Hilversum"	"koppelingen HW-Pos, Ped-HW, Ped-Pos"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee regulateurs"	"HW en Ped 80 mm, Pos 74 mm"	"voorzijde"
"Part08_044Geertruidenberg"	"ventiel"	"a1 = 420 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"twee spaanbalgen (1861)"	"62 mm"	"achterzijde"
"Part08_070Baambrugge"	"pedaalkoppel
tremulant"	"a1 = 430 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"schwimmerbalg"	"74 mm"	"rechterzijde"
"Part08_041Britsum"	"koppelingen HW-BW, Ped-HW
tremulant
ventil
afsluitingen HW, BW
muet"	"a1 = 436 Hz"	"evenredig zwevend"	"C-g3"	"C-g"	"magazijnbalg met twee schepbalgen (1861)"	"81 mm"	"linkerzijde"
"Part08_024Bunschoten"	"koppeling HW-NW
tremolo"	"niet meetbaar"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen (1860)"	"niet meetbaar"	"rechterzijde"
"Part08_109Hoorn"	"pedaalkoppel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"Magazijnbalg met twee schepbalgen (1865)"	"80 mm"	"linkerzijde"
